sim_clock_hour,soc_kwh_in,pref_logged_kW,lp_expert_pref0_kW,,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23
543,821.8930401,351.0261981,500,148.9738019,22193.19365,0.203223217,0.090153624,0.979132758,-0.36292424,-0.077345537,0.562227993,-0.061251325,0.604964215,0.014465099,0.088185982,-0.120243381,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226
544,465.7440575,-487.25355,-500,-12.74645003,162.4719884,0.090153624,0.979132758,-0.36292424,-0.077345537,0.562227993,-0.061251325,0.604964215,0.014465099,0.088185982,-0.120243381,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452
545,810.1776112,339.8793667,500,160.1206333,25638.61721,0.979132758,-0.36292424,-0.077345537,0.562227993,-0.061251325,0.604964215,0.014465099,0.088185982,-0.120243381,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437
546,531.9539075,-120.2752838,-150.5748343,-30.29955045,918.0627575,-0.36292424,-0.077345537,0.562227993,-0.061251325,0.604964215,0.014465099,0.088185982,-0.120243381,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384
547,576.2673311,253.6778258,396.0708749,142.393049,20275.7804,-0.077345537,0.562227993,-0.061251325,0.604964215,0.014465099,0.088185982,-0.120243381,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814
548,355.3220226,-494.9714766,-500,-5.028523403,25.28604761,0.562227993,-0.061251325,0.604964215,0.014465099,0.088185982,-0.120243381,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428
549,726.8711311,-483.8341579,-500,-16.16584215,261.3344524,-0.061251325,0.604964215,0.014465099,0.088185982,-0.120243381,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808
550,1138.497571,499.4500551,500,0.549944893,0.302439385,0.604964215,0.014465099,0.088185982,-0.120243381,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342
551,745.4379796,-368.315424,-500,-131.684576,17340.82756,0.014465099,0.088185982,-0.120243381,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803
552,1004.50841,490.1422775,500,9.857722456,97.17469202,0.088185982,-0.120243381,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409
553,614.3741162,-55.71958055,-248.0272461,-192.3076655,36982.23821,-0.120243381,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608
554,627.9174967,320.4139795,266.2289439,-54.18503553,2936.018075,-0.522192989,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809
555,354.0328719,-320.9457815,-500,-179.0542185,32060.41316,-0.353277387,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817
556,589.2739162,-500,-500,0,0,0.931030851,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473
557,1034.131298,-480.889266,-500,-19.11073397,365.2201529,0.313101815,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566
558,1485.14288,500,500,0,0,0.292311729,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726
559,1114.855676,444.6472994,500,55.35270062,3063.921466,0.42145958,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495
560,721.6642369,209.3788017,49.12024933,-160.2585524,25682.80362,0.257681255,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145
561,528.7897891,-50.27979715,346.0945149,396.374312,157112.5952,0.433796385,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228
562,562.2471547,-16.96393421,-118.6872055,-101.7232713,10347.62392,-0.086402964,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614
563,581.000398,357.6800846,401.0530506,43.37296597,1881.214177,-0.067351623,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261
564,281.9938233,-434.2521217,-500,-65.74787826,4322.783496,0.418505226,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386
565,607.6626161,-338.7405608,-70.88145672,267.8591041,71748.49965,-0.105907452,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668
566,894.3879327,498.9311716,500,1.06882843,1.142394213,-0.477279437,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681
567,482.3572964,-195.1781729,-386.9923196,-191.8141467,36792.66687,-0.015343384,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936
568,572.1281217,-480.6308507,-500,-19.3691493,375.1639446,-0.122902814,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377
569,945.0002878,-225.41599,500,725.41599,526228.3585,0.355368428,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503
570,1125.078335,-444.7408489,-210.4438575,234.2969914,54895.08018,-0.198058808,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539
571,1474.22286,481.2767435,500,18.72325647,350.5603328,-0.354505342,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848
572,1082.689426,-294.7298736,-255.0637616,39.66611196,1573.400438,-0.077828803,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648
573,1270.981199,-453.4934239,-500,-46.50657609,2162.86162,0.666164409,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423
574,1644.974871,-64.26766169,-163.1843461,-98.91668436,9784.510445,0.015830608,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089
575,1720.99602,490.6835522,500,9.316447759,86.79619885,0.096406809,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299
576,1307.376701,-402.5924625,-500,-97.40753753,9488.228368,0.03369817,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651
577,1597.102724,391.0475689,286.4239195,-104.6236494,10946.10801,0.146217473,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056
578,1286.499115,-360.5454586,-500,-139.4545414,19447.56912,0.401345566,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417
579,1549.608667,-79.0174202,-79.35929822,-0.341878019,0.11688058,0.593316726,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968
580,1638.325674,394.6322764,500,105.3677236,11102.35718,-0.6127495,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896
581,1320.418429,482.5899164,500,17.41008361,303.1110113,0.599447145,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936
582,899.8705056,-498.5930921,-500,-1.406907862,1.979389732,0.048680228,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186
583,1298.607153,495.1096044,500,4.890395632,23.91596944,-0.088317614,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365
584,938.4319609,-207.0285635,-222.7031991,-15.6746356,245.6942012,0.989372261,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899
585,1089.337376,-468.4021666,-500,-31.59783343,998.4230775,-0.042809386,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032
586,1512.27039,489.3220215,500,10.67797851,114.0192251,0.797927668,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034
587,1142.339168,-497.0394963,-500,-2.960503725,8.764582306,0.409208681,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395
588,1518.634998,500,500,0,0,-0.386861936,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717
589,1128.55333,491.6483283,500,8.351671721,69.75042054,0.230340377,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717,-0.342733195
590,661.4872393,-499.5641019,-500,-0.435898101,0.190007154,0.349734503,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717,-0.342733195,-0.184104639
591,1009.864595,307.9095585,352.4890478,44.57948927,1987.330864,0.024834539,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717,-0.342733195,-0.184104639,0.111021757
592,752.2837853,500,500,0,0,-0.836185848,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717,-0.342733195,-0.184104639,0.111021757,-0.44948903
593,291.2372719,-47.14876613,96.03923355,143.1879997,20502.80326,-0.027661648,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717,-0.342733195,-0.184104639,0.111021757,-0.44948903,1.042797214
594,261.1837839,-492.8231347,-500,-7.176865309,51.50739566,0.013357423,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717,-0.342733195,-0.184104639,0.111021757,-0.44948903,1.042797214,0.060317975
595,639.5763432,-23.67299058,-37.28805984,-13.61506926,185.370111,-0.373049089,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717,-0.342733195,-0.184104639,0.111021757,-0.44948903,1.042797214,0.060317975,0.065897273
596,668.4645779,-157.4112455,493.1206083,650.5318537,423191.6927,0.785313299,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717,-0.342733195,-0.184104639,0.111021757,-0.44948903,1.042797214,0.060317975,0.065897273,-0.18377624
597,782.9346982,-489.542697,-500,-10.45730302,109.3551865,-0.052762651,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717,-0.342733195,-0.184104639,0.111021757,-0.44948903,1.042797214,0.060317975,0.065897273,-0.18377624,0.727914024
598,1179.600792,497.2664551,500,2.733544892,7.472267677,-0.12234056,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717,-0.342733195,-0.184104639,0.111021757,-0.44948903,1.042797214,0.060317975,0.065897273,-0.18377624,0.727914024,0.624387117
599,788.963681,106.2051711,500,393.7948289,155074.3673,-0.087880417,-0.283427968,-0.282479896,0.067548936,0.160288186,-0.157911365,0.018797899,-0.506052032,0.248662034,-0.269807395,0.110972717,-0.342733195,-0.184104639,0.111021757,-0.44948903,1.042797214,0.060317975,0.065897273,-0.18377624,0.727914024,0.624387117,0.174832485
