sim_clock_hour,soc_kwh_in,pref_logged_kW,lp_expert_pref0_kW,,,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23
771,677.349649,-499.5441164,-500,-0.455883574,0.207829833,0.027030613,0.021460675,0.095079118,0.073439009,-0.003728943,0.06496771,0.008499859,0.061159525,-0.011110636,4.44E-05,0.039713399,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311
772,1121.009378,-473.1193972,-500,-26.88060277,722.5668053,0.021460675,0.095079118,0.073439009,-0.003728943,0.06496771,0.008499859,0.061159525,-0.011110636,4.44E-05,0.039713399,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645
773,1561.318989,274.117671,248.7568304,-25.36084059,643.1722354,0.095079118,0.073439009,-0.003728943,0.06496771,0.008499859,0.061159525,-0.011110636,4.44E-05,0.039713399,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853
774,1377.980684,-425.3142649,-444.2308587,-18.91659375,357.8375191,0.073439009,-0.003728943,0.06496771,0.008499859,0.061159525,-0.011110636,4.44E-05,0.039713399,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136
775,1733.111769,497.9738911,500,2.026108878,4.105117186,-0.003728943,0.06496771,0.008499859,0.061159525,-0.011110636,4.44E-05,0.039713399,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633
776,1365.646598,475.8911522,500,24.10884785,581.2365447,0.06496771,0.008499859,0.061159525,-0.011110636,4.44E-05,0.039713399,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939
777,948.0965441,-496.0948221,-500,-3.905177907,15.25041449,0.008499859,0.061159525,-0.011110636,4.44E-05,0.039713399,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508
778,1339.030697,495.7339321,500,4.266067901,18.19933534,0.061159525,-0.011110636,4.44E-05,0.039713399,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103
779,962.9738696,-482.8239913,-381.0801373,101.743854,10351.81183,-0.011110636,4.44E-05,0.039713399,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797
780,1323.95319,483.961658,500,16.03834197,257.2284131,4.44E-05,0.039713399,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693
781,937.0240862,-494.2045098,-500,-5.795490228,33.58770698,0.039713399,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883
782,1285.130127,-495.9268687,-500,-4.073131347,16.59039897,0.087899085,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029
783,1689.387768,7.432617342,-116.4339282,-123.8665456,15342.92112,0.011812863,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328
784,1675.075032,445.5401696,500,54.45983041,2965.873128,0.068226253,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317
785,1276.561032,-455.8460417,-500,-44.1539583,1949.572034,0.132874513,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978
786,1593.127721,-47.0628106,-217.7602932,-170.6974826,29137.63057,0.084546345,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982
787,1634.756085,463.8351256,500,36.16487439,1307.89814,0.106064827,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569
788,1228.559364,304.0253541,-417.3059329,-721.331287,520318.8256,0.121058959,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528
789,927.0836705,450.7396227,265.3512321,-185.3883907,34368.85541,0.087500257,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544
790,513.7070103,297.4473284,330.2179056,32.77057726,1073.910734,0.01196711,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263
791,220.5827238,30.01184928,21.66602509,-8.345824182,69.65278128,0.041754078,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415
792,200,-498.0506659,-500,-1.949334145,3.799903609,0.019649311,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755
793,602.0876176,347.5370224,423.2501238,75.71310139,5732.473722,0.00541645,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803
794,331.8430483,-472.7245884,-500,-27.27541163,743.9480796,0.032727853,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085
795,686.3015645,-499.9693164,-500,-0.030683584,0.000941482,0.032428136,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309
796,1133.621123,349.9238174,298.5485511,-51.37526634,2639.417992,-0.009048633,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935
797,884.3507696,253.413274,-463.8412952,-717.2545692,514454.117,0.036219939,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798
798,661.0953105,-498.3123871,-500,-1.687612938,2.848037429,0.035597508,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808
799,1077.336331,-87.23876934,239.3014006,326.5401699,106628.4826,0.061892103,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521
800,1196.594772,-337.3924399,-135.1633981,202.2290419,40896.58539,0.073189797,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857
801,1498.095854,449.6308971,500,50.36910286,2537.046523,-0.00666693,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261
802,1154.136948,484.6758972,500,15.32410277,234.8281257,0.011872883,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656
803,719.3099045,-497.9165746,-500,-2.083425447,4.340661593,-0.000695029,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225
804,1089.016707,-335.4293098,-248.4034658,87.02584401,7573.497526,0.112033328,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125
805,1380.879589,-398.498462,-441.1793802,-42.68091816,1821.660775,0.040243317,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425
806,1701.695343,482.3286559,500,17.67134408,312.2764016,0.060098978,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807
807,1303.932252,-453.9882562,-500,-46.01174384,2117.080571,0.087437982,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449
808,1612.72531,106.7297051,-12.9207261,-119.6504312,14316.22569,0.103835569,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973
809,1519.001908,288.9770089,500,211.0229911,44530.70277,0.059043528,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447
810,1246.787378,382.6465512,500,117.3534488,13771.83195,0.140785544,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579
811,889.9970592,-94.8921965,-273.6873061,-178.7951096,31967.69122,0.075493263,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571
812,924.3647147,497.0102455,500,2.989754523,8.938632108,-0.035458415,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469
813,499.6243183,332.8271434,315.3940193,-17.43312414,303.9138173,0.03997755,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209
814,200,-478.3222894,-500,-21.67771061,469.9231373,0.01571803,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388
815,583.771101,299.7154461,403.96958,104.2541339,10868.92444,0.019729085,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408
816,350.4086326,-450.9688537,-500,-49.03114629,2404.053307,-0.02073309,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454
817,691.2010713,-289.3766688,-167.1567671,122.2199018,14937.7044,-0.022828935,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334
818,953.9898117,-467.6792905,-390.5370403,77.1422502,5950.926766,0.06382798,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212
819,1348.889002,-458.5081309,-474.8536816,-16.34555072,267.1770283,0.028017808,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162
820,1765.103126,420.5144936,500,79.48550638,6317.945724,0.033937521,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729
821,1454.121389,-104.5240489,-364.0827489,-259.5587,67370.71875,0.049171857,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488
822,1520.22628,109.3716797,389.7118742,280.3401944,78590.6246,0.0713261,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413
823,1448.656191,330.5720171,500,169.4279829,28705.84139,0.03379656,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387
824,1178.302583,471.6778929,500,28.32210709,802.14175,-0.015138225,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674
825,774.6126656,344.8106571,420.6449112,75.83425412,5750.834098,-0.039521125,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345
826,460.5947256,-356.6625488,-409.9002889,-53.23774009,2834.25697,-0.089496425,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693
827,739.2695658,-435.8147123,-500,-64.18528774,4119.751162,0.036042807,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049
828,1117.54292,-489.0217249,-500,-10.97827506,120.5225233,-0.018292449,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702
829,1527.253897,74.37709644,212.8988394,138.521743,19188.27328,0.063567973,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897
830,1472.180939,-124.1613901,-345.072696,-220.9113059,48801.80507,0.05936447,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104
831,1526.53412,238.1251254,396.3517053,158.2265799,25035.65059,0.069208579,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007
832,1302.333714,80.55737382,-339.6487221,-420.206096,176573.1631,0.145488571,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337
833,1185.444266,-42.98879971,37.30975362,80.29855333,6447.857667,0.051396469,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512
834,1182.451157,459.837408,500,40.16259197,1613.033794,0.121591209,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695
835,777.6784178,-390.6744904,-391.917455,-1.242964585,1.54496096,0.12319388,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894
836,1045.481671,435.7921597,389.9807059,-45.81145378,2098.689297,0.050773408,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268
837,686.0980903,497.4645269,500,2.535473101,6.428623846,0.070767454,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118
838,226.081637,-418.1212145,-472.5456452,-54.42443073,2962.01866,-0.027906334,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468
839,537.3503247,329.6956796,355.105605,25.40992538,645.6643078,0.027690212,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234
840,275.5147743,-499.0581211,-500,-0.941878888,0.88713584,0.003262162,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899
841,652.5894041,-452.310872,-500,-47.68912802,2274.252931,0.052911729,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441
842,1048.048005,-498.2633287,-500,-1.736671302,3.016027211,0.038428488,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366
843,1477.108666,362.3729582,500,137.6270418,18941.20263,0.086602413,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366,-0.024122821
844,1213.450885,39.9647101,-117.4201209,-157.384831,24769.98503,-0.02473387,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366,-0.024122821,0.021712424
845,1161.480214,499.3171471,500,0.682852877,0.466288052,0.014831674,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366,-0.024122821,0.021712424,0.064181224
846,753.3857745,-496.0379178,-500,-3.962082237,15.69809565,0.052579345,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366,-0.024122821,0.021712424,0.064181224,0.015450556
847,1149.396145,-498.8208888,-500,-1.179111249,1.390303338,0.035599693,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366,-0.024122821,0.021712424,0.064181224,0.015450556,0.062375899
848,1623.055671,468.5255894,500,31.47441062,990.6385239,0.042853049,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366,-0.024122821,0.021712424,0.064181224,0.015450556,0.062375899,0.013244849
849,1282.002459,256.476069,-500,-756.476069,572256.043,0.041940702,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366,-0.024122821,0.021712424,0.064181224,0.015450556,0.062375899,0.013244849,0.018229926
850,1041.701147,150.0877345,500,349.9122655,122438.5935,0.010934897,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366,-0.024122821,0.021712424,0.064181224,0.015450556,0.062375899,0.013244849,0.018229926,0.133555115
851,893.77681,19.99821676,46.08085258,26.08263582,680.3038913,0.087239104,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366,-0.024122821,0.021712424,0.064181224,0.015450556,0.062375899,0.013244849,0.018229926,0.133555115,-0.032683036
852,864.4797505,-487.756538,-500,-12.243462,149.9023617,-0.039609007,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366,-0.024122821,0.021712424,0.064181224,0.015450556,0.062375899,0.013244849,0.018229926,0.133555115,-0.032683036,0.026678089
853,1245.778616,496.638136,500,3.361863955,11.30212925,0.039357337,0.075850512,0.042717695,0.122693894,0.110600268,0.051284118,0.035013468,0.074059234,0.109259899,0.057812441,0.036198366,-0.024122821,0.021712424,0.064181224,0.015450556,0.062375899,0.013244849,0.018229926,0.133555115,-0.032683036,0.026678089,-0.001870909
